municipio,periodo,quantidade
Santa Rita do Novo Destino,N/A de 2022,0
Santa Rita do Novo Destino,Novembro de 2024,0
Santa Rita do Novo Destino,Novembro de 2023,0
Santa Rita do Novo Destino,Novembro de 2022,0
Santa Rita do Novo Destino,Dezembro de 2024,0
Santa Rita do Novo Destino,Dezembro de 2023,0
Santa Rita do Novo Destino,Dezembro de 2022,0
Santa Rita do Novo Destino,Julho de 2024,0
Santa Rita do Novo Destino,Julho de 2023,0
Santa Rita do Novo Destino,Julho de 2022,0
Santa Rita do Novo Destino,Abril de 2024,0
Santa Rita do Novo Destino,Abril de 2023,0
Santa Rita do Novo Destino,Abril de 2022,0
Carmo do Rio Verde,Agosto de 2024,0
Carmo do Rio Verde,Agosto de 2023,0
Carmo do Rio Verde,Agosto de 2022,0
Carmo do Rio Verde,Março de 2024,0
Carmo do Rio Verde,Março de 2023,0
Carmo do Rio Verde,Março de 2022,0
Carmo do Rio Verde,Setembro de 2024,0
Carmo do Rio Verde,Setembro de 2023,0
Carmo do Rio Verde,Setembro de 2022,0
Carmo do Rio Verde,Janeiro de 2024,1
Carmo do Rio Verde,Janeiro de 2023,0
Carmo do Rio Verde,Janeiro de 2022,0
Carmo do Rio Verde,Maio de 2024,0
Carmo do Rio Verde,Maio de 2023,0
Carmo do Rio Verde,Maio de 2022,0
Carmo do Rio Verde,Junho de 2024,0
Carmo do Rio Verde,Junho de 2023,0
Carmo do Rio Verde,Junho de 2022,0
Carmo do Rio Verde,Fevereiro de 2024,0
Carmo do Rio Verde,Fevereiro de 2023,0
Carmo do Rio Verde,Fevereiro de 2022,0
Carmo do Rio Verde,Outubro de 2024,0
Carmo do Rio Verde,Outubro de 2023,0
Carmo do Rio Verde,Outubro de 2022,0
Carmo do Rio Verde,N/A de 2024,0
Carmo do Rio Verde,N/A de 2023,0
Carmo do Rio Verde,N/A de 2022,0
Carmo do Rio Verde,Novembro de 2024,0
Carmo do Rio Verde,Novembro de 2023,0
Carmo do Rio Verde,Novembro de 2022,0
Carmo do Rio Verde,Dezembro de 2024,0
Carmo do Rio Verde,Dezembro de 2023,0
Carmo do Rio Verde,Dezembro de 2022,0
Carmo do Rio Verde,Julho de 2024,0
Carmo do Rio Verde,Julho de 2023,0
Carmo do Rio Verde,Julho de 2022,0
Carmo do Rio Verde,Abril de 2024,0
Carmo do Rio Verde,Abril de 2023,0
Carmo do Rio Verde,Abril de 2022,0
Novo Planalto,Agosto de 2024,0
Novo Planalto,Agosto de 2023,0
Novo Planalto,Agosto de 2022,0
Novo Planalto,Março de 2024,0
Novo Planalto,Março de 2023,0
Novo Planalto,Março de 2022,0
Novo Planalto,Setembro de 2024,0
Novo Planalto,Setembro de 2023,0
Novo Planalto,Setembro de 2022,0
Novo Planalto,Janeiro de 2024,0
Novo Planalto,Janeiro de 2023,0
Novo Planalto,Janeiro de 2022,0
Novo Planalto,Maio de 2024,0
Novo Planalto,Maio de 2023,0
Novo Planalto,Maio de 2022,0
Novo Planalto,Junho de 2024,0
Novo Planalto,Junho de 2023,0
Novo Planalto,Junho de 2022,0
Novo Planalto,Fevereiro de 2024,0
Novo Planalto,Fevereiro de 2023,0
Novo Planalto,Fevereiro de 2022,0
Novo Planalto,Outubro de 2024,0
Novo Planalto,Outubro de 2023,0
Novo Planalto,Outubro de 2022,0
Novo Planalto,N/A de 2024,0
Novo Planalto,N/A de 2023,0
Novo Planalto,N/A de 2022,0
Novo Planalto,Novembro de 2024,0
Novo Planalto,Novembro de 2023,0
Novo Planalto,Novembro de 2022,0
Novo Planalto,Dezembro de 2024,0
Novo Planalto,Dezembro de 2023,0
Novo Planalto,Dezembro de 2022,0
Novo Planalto,Julho de 2024,0
Novo Planalto,Julho de 2023,0
Novo Planalto,Julho de 2022,0
Novo Planalto,Abril de 2024,1
Novo Planalto,Abril de 2023,0
Novo Planalto,Abril de 2022,0
Orizona,Agosto de 2024,0
Orizona,Agosto de 2023,0
Orizona,Agosto de 2022,0
Orizona,Março de 2024,1
Orizona,Março de 2023,0
Orizona,Março de 2022,0
Orizona,Setembro de 2024,0
Orizona,Setembro de 2023,0
Orizona,Setembro de 2022,0
Orizona,Janeiro de 2024,0
Orizona,Janeiro de 2023,0
Orizona,Janeiro de 2022,0
Orizona,Maio de 2024,0
Orizona,Maio de 2023,0
Orizona,Maio de 2022,0
Orizona,Junho de 2024,0
Orizona,Junho de 2023,0
Orizona,Junho de 2022,0
Orizona,Fevereiro de 2024,0
Orizona,Fevereiro de 2023,0
Orizona,Fevereiro de 2022,0
Orizona,Outubro de 2024,0
Orizona,Outubro de 2023,0
Orizona,Outubro de 2022,0
Orizona,N/A de 2024,0
Orizona,N/A de 2023,0
Orizona,N/A de 2022,0
Orizona,Novembro de 2024,0
Orizona,Novembro de 2023,0
Orizona,Novembro de 2022,0
Orizona,Dezembro de 2024,0
Orizona,Dezembro de 2023,0
Orizona,Dezembro de 2022,0
Orizona,Julho de 2024,0
Orizona,Julho de 2023,0
Orizona,Julho de 2022,0
Orizona,Abril de 2024,0
Orizona,Abril de 2023,0
Orizona,Abril de 2022,0
Itapuranga,Agosto de 2024,0
Itapuranga,Agosto de 2023,1
Itapuranga,Agosto de 2022,0
Itapuranga,Março de 2024,0
Itapuranga,Março de 2023,0
Itapuranga,Março de 2022,1
Itapuranga,Setembro de 2024,0
Itapuranga,Setembro de 2023,0
Itapuranga,Setembro de 2022,0
Itapuranga,Janeiro de 2024,0
Itapuranga,Janeiro de 2023,1
Itapuranga,Janeiro de 2022,0
Itapuranga,Maio de 2024,0
Itapuranga,Maio de 2023,0
Itapuranga,Maio de 2022,0
Itapuranga,Junho de 2024,0
Itapuranga,Junho de 2023,1
Itapuranga,Junho de 2022,0
Itapuranga,Fevereiro de 2024,0
Itapuranga,Fevereiro de 2023,0
Itapuranga,Fevereiro de 2022,0
Itapuranga,Outubro de 2024,0
Itapuranga,Outubro de 2023,1
Itapuranga,Outubro de 2022,0
Itapuranga,N/A de 2024,0
Itapuranga,N/A de 2023,0
Itapuranga,N/A de 2022,0
Itapuranga,Novembro de 2024,0
Itapuranga,Novembro de 2023,0
Itapuranga,Novembro de 2022,0
Itapuranga,Dezembro de 2024,0
Itapuranga,Dezembro de 2023,0
Itapuranga,Dezembro de 2022,0
Itapuranga,Julho de 2024,0
Itapuranga,Julho de 2023,2
Itapuranga,Julho de 2022,0
Itapuranga,Abril de 2024,0
Itapuranga,Abril de 2023,0
Itapuranga,Abril de 2022,1
Novo Brasil,Agosto de 2024,0
Novo Brasil,Agosto de 2023,0
Novo Brasil,Agosto de 2022,0
Novo Brasil,Março de 2024,0
Novo Brasil,Março de 2023,0
Novo Brasil,Março de 2022,0
Novo Brasil,Setembro de 2024,0
Novo Brasil,Setembro de 2023,0
Novo Brasil,Setembro de 2022,0
Novo Brasil,Janeiro de 2024,0
Novo Brasil,Janeiro de 2023,0
Novo Brasil,Janeiro de 2022,0
Novo Brasil,Maio de 2024,0
Novo Brasil,Maio de 2023,0
Novo Brasil,Maio de 2022,0
Novo Brasil,Junho de 2024,0
Novo Brasil,Junho de 2023,0
Novo Brasil,Junho de 2022,1
Novo Brasil,Fevereiro de 2024,0
Novo Brasil,Fevereiro de 2023,0
Novo Brasil,Fevereiro de 2022,0
Novo Brasil,Outubro de 2024,0
Novo Brasil,Outubro de 2023,0
Novo Brasil,Outubro de 2022,0
Novo Brasil,N/A de 2024,0
Novo Brasil,N/A de 2023,0
Novo Brasil,N/A de 2022,0
Novo Brasil,Novembro de 2024,0
Novo Brasil,Novembro de 2023,0
Novo Brasil,Novembro de 2022,0
Novo Brasil,Dezembro de 2024,0
Novo Brasil,Dezembro de 2023,0
Novo Brasil,Dezembro de 2022,0
Novo Brasil,Julho de 2024,0
Novo Brasil,Julho de 2023,0
Novo Brasil,Julho de 2022,0
Novo Brasil,Abril de 2024,0
Novo Brasil,Abril de 2023,0
Novo Brasil,Abril de 2022,0
Nova América,Agosto de 2024,0
Nova América,Agosto de 2023,0
Nova América,Agosto de 2022,0
Nova América,Março de 2024,0
Nova América,Março de 2023,0
Nova América,Março de 2022,0
Nova América,Setembro de 2024,0
Nova América,Setembro de 2023,0
Nova América,Setembro de 2022,0
Nova América,Janeiro de 2024,0
Nova América,Janeiro de 2023,0
Nova América,Janeiro de 2022,0
Nova América,Maio de 2024,0
Nova América,Maio de 2023,1
Nova América,Maio de 2022,0
Nova América,Junho de 2024,0
Nova América,Junho de 2023,0
Nova América,Junho de 2022,0
Nova América,Fevereiro de 2024,0
Nova América,Fevereiro de 2023,0
Nova América,Fevereiro de 2022,0
Nova América,Outubro de 2024,0
Nova América,Outubro de 2023,0
Nova América,Outubro de 2022,0
Nova América,N/A de 2024,0
Nova América,N/A de 2023,0
Nova América,N/A de 2022,0
Nova América,Novembro de 2024,0
Nova América,Novembro de 2023,0
Nova América,Novembro de 2022,0
Nova América,Dezembro de 2024,0
Nova América,Dezembro de 2023,1
Nova América,Dezembro de 2022,0
Nova América,Julho de 2024,0
Nova América,Julho de 2023,0
Nova América,Julho de 2022,0
Nova América,Abril de 2024,0
Nova América,Abril de 2023,0
Nova América,Abril de 2022,0
Araguapaz,Agosto de 2024,0
Araguapaz,Agosto de 2023,0
Araguapaz,Agosto de 2022,0
Araguapaz,Março de 2024,0
Araguapaz,Março de 2023,0
Araguapaz,Março de 2022,0
Araguapaz,Setembro de 2024,0
Araguapaz,Setembro de 2023,0
Araguapaz,Setembro de 2022,0
Araguapaz,Janeiro de 2024,0
Araguapaz,Janeiro de 2023,0
Araguapaz,Janeiro de 2022,0
Araguapaz,Maio de 2024,0
Araguapaz,Maio de 2023,0
Araguapaz,Maio de 2022,0
Araguapaz,Junho de 2024,0
Araguapaz,Junho de 2023,0
Araguapaz,Junho de 2022,0
Araguapaz,Fevereiro de 2024,0
Araguapaz,Fevereiro de 2023,0
Araguapaz,Fevereiro de 2022,0
Araguapaz,Outubro de 2024,0
Araguapaz,Outubro de 2023,0
Araguapaz,Outubro de 2022,0
Araguapaz,N/A de 2024,0
Araguapaz,N/A de 2023,0
Araguapaz,N/A de 2022,0
Araguapaz,Novembro de 2024,0
Araguapaz,Novembro de 2023,0
Araguapaz,Novembro de 2022,0
Araguapaz,Dezembro de 2024,0
Araguapaz,Dezembro de 2023,0
Araguapaz,Dezembro de 2022,0
Araguapaz,Julho de 2024,0
Araguapaz,Julho de 2023,0
Araguapaz,Julho de 2022,1
Araguapaz,Abril de 2024,0
Araguapaz,Abril de 2023,0
Araguapaz,Abril de 2022,0
São João da Paraúna,Agosto de 2024,0
São João da Paraúna,Agosto de 2023,0
São João da Paraúna,Agosto de 2022,0
São João da Paraúna,Março de 2024,0
São João da Paraúna,Março de 2023,0
São João da Paraúna,Março de 2022,0
São João da Paraúna,Setembro de 2024,0
São João da Paraúna,Setembro de 2023,0
São João da Paraúna,Setembro de 2022,0
São João da Paraúna,Janeiro de 2024,0
São João da Paraúna,Janeiro de 2023,0
São João da Paraúna,Janeiro de 2022,0
São João da Paraúna,Maio de 2024,0
São João da Paraúna,Maio de 2023,0
São João da Paraúna,Maio de 2022,0
São João da Paraúna,Junho de 2024,0
São João da Paraúna,Junho de 2023,0
São João da Paraúna,Junho de 2022,0
São João da Paraúna,Fevereiro de 2024,0
São João da Paraúna,Fevereiro de 2023,0
São João da Paraúna,Fevereiro de 2022,0
São João da Paraúna,Outubro de 2024,0
São João da Paraúna,Outubro de 2023,0
São João da Paraúna,Outubro de 2022,0
São João da Paraúna,N/A de 2024,0
São João da Paraúna,N/A de 2023,0
São João da Paraúna,N/A de 2022,0
São João da Paraúna,Novembro de 2024,0
São João da Paraúna,Novembro de 2023,0
São João da Paraúna,Novembro de 2022,0
São João da Paraúna,Dezembro de 2024,0
São João da Paraúna,Dezembro de 2023,0
São João da Paraúna,Dezembro de 2022,0
São João da Paraúna,Julho de 2024,0
São João da Paraúna,Julho de 2023,0
São João da Paraúna,Julho de 2022,0
São João da Paraúna,Abril de 2024,0
São João da Paraúna,Abril de 2023,0
São João da Paraúna,Abril de 2022,0
Faina,Agosto de 2024,0
Faina,Agosto de 2023,0
Faina,Agosto de 2022,0
Faina,Março de 2024,0
Faina,Março de 2023,0
Faina,Março de 2022,0
Faina,Setembro de 2024,0
Faina,Setembro de 2023,0
Faina,Setembro de 2022,0
Faina,Janeiro de 2024,0
Faina,Janeiro de 2023,0
Faina,Janeiro de 2022,0
Faina,Maio de 2024,0
Faina,Maio de 2023,0
Faina,Maio de 2022,0
Faina,Junho de 2024,1
Faina,Junho de 2023,0
Faina,Junho de 2022,0
Faina,Fevereiro de 2024,1
Faina,Fevereiro de 2023,0
Faina,Fevereiro de 2022,0
Faina,Outubro de 2024,0
Faina,Outubro de 2023,0
Faina,Outubro de 2022,0
Faina,N/A de 2024,0
Faina,N/A de 2023,0
Faina,N/A de 2022,0
Faina,Novembro de 2024,0
Faina,Novembro de 2023,0
Faina,Novembro de 2022,0
Faina,Dezembro de 2024,0
Faina,Dezembro de 2023,0
Faina,Dezembro de 2022,0
Faina,Julho de 2024,0
Faina,Julho de 2023,0
Faina,Julho de 2022,0
Faina,Abril de 2024,0
Faina,Abril de 2023,0
Faina,Abril de 2022,0
São Miguel do Passa Quatro,Agosto de 2024,0
São Miguel do Passa Quatro,Agosto de 2023,0
São Miguel do Passa Quatro,Agosto de 2022,0
São Miguel do Passa Quatro,Março de 2024,1
São Miguel do Passa Quatro,Março de 2023,0
São Miguel do Passa Quatro,Março de 2022,0
São Miguel do Passa Quatro,Setembro de 2024,0
São Miguel do Passa Quatro,Setembro de 2023,0
São Miguel do Passa Quatro,Setembro de 2022,0
São Miguel do Passa Quatro,Janeiro de 2024,0
São Miguel do Passa Quatro,Janeiro de 2023,0
São Miguel do Passa Quatro,Janeiro de 2022,0
São Miguel do Passa Quatro,Maio de 2024,0
São Miguel do Passa Quatro,Maio de 2023,0
São Miguel do Passa Quatro,Maio de 2022,0
São Miguel do Passa Quatro,Junho de 2024,0
São Miguel do Passa Quatro,Junho de 2023,0
São Miguel do Passa Quatro,Junho de 2022,0
São Miguel do Passa Quatro,Fevereiro de 2024,0
São Miguel do Passa Quatro,Fevereiro de 2023,0
São Miguel do Passa Quatro,Fevereiro de 2022,0
São Miguel do Passa Quatro,Outubro de 2024,0
São Miguel do Passa Quatro,Outubro de 2023,0
São Miguel do Passa Quatro,Outubro de 2022,0
São Miguel do Passa Quatro,N/A de 2024,0
São Miguel do Passa Quatro,N/A de 2023,0
São Miguel do Passa Quatro,N/A de 2022,0
São Miguel do Passa Quatro,Novembro de 2024,0
São Miguel do Passa Quatro,Novembro de 2023,0
São Miguel do Passa Quatro,Novembro de 2022,0
São Miguel do Passa Quatro,Dezembro de 2024,0
São Miguel do Passa Quatro,Dezembro de 2023,0
São Miguel do Passa Quatro,Dezembro de 2022,0
São Miguel do Passa Quatro,Julho de 2024,0
São Miguel do Passa Quatro,Julho de 2023,0
São Miguel do Passa Quatro,Julho de 2022,0
São Miguel do Passa Quatro,Abril de 2024,0
São Miguel do Passa Quatro,Abril de 2023,0
São Miguel do Passa Quatro,Abril de 2022,0
Mutunópolis,Agosto de 2024,0
Mutunópolis,Agosto de 2023,0
Mutunópolis,Agosto de 2022,0
Mutunópolis,Março de 2024,0
Mutunópolis,Março de 2023,0
Mutunópolis,Março de 2022,0
Mutunópolis,Setembro de 2024,0
Mutunópolis,Setembro de 2023,0
Mutunópolis,Setembro de 2022,0
Mutunópolis,Janeiro de 2024,0
Mutunópolis,Janeiro de 2023,0
Mutunópolis,Janeiro de 2022,0
Mutunópolis,Maio de 2024,0
Mutunópolis,Maio de 2023,0
Mutunópolis,Maio de 2022,0
Mutunópolis,Junho de 2024,0
Mutunópolis,Junho de 2023,0
Mutunópolis,Junho de 2022,0
Mutunópolis,Fevereiro de 2024,0
Mutunópolis,Fevereiro de 2023,0
Mutunópolis,Fevereiro de 2022,0
Mutunópolis,Outubro de 2024,0
Mutunópolis,Outubro de 2023,0
Mutunópolis,Outubro de 2022,0
Mutunópolis,N/A de 2024,0
Mutunópolis,N/A de 2023,0
Mutunópolis,N/A de 2022,0
Mutunópolis,Novembro de 2024,0
Mutunópolis,Novembro de 2023,0
Mutunópolis,Novembro de 2022,0
Mutunópolis,Dezembro de 2024,0
Mutunópolis,Dezembro de 2023,0
Mutunópolis,Dezembro de 2022,0
Mutunópolis,Julho de 2024,0
Mutunópolis,Julho de 2023,0
Mutunópolis,Julho de 2022,0
Mutunópolis,Abril de 2024,0
Mutunópolis,Abril de 2023,0
Mutunópolis,Abril de 2022,0
Cavalcante,Agosto de 2024,0
Cavalcante,Agosto de 2023,0
Cavalcante,Agosto de 2022,0
Cavalcante,Março de 2024,0
Cavalcante,Março de 2023,0
Cavalcante,Março de 2022,0
Cavalcante,Setembro de 2024,0
Cavalcante,Setembro de 2023,0
Cavalcante,Setembro de 2022,0
Cavalcante,Janeiro de 2024,0
Cavalcante,Janeiro de 2023,0
Cavalcante,Janeiro de 2022,1
Cavalcante,Maio de 2024,0
Cavalcante,Maio de 2023,0
Cavalcante,Maio de 2022,0
Cavalcante,Junho de 2024,0
Cavalcante,Junho de 2023,0
Cavalcante,Junho de 2022,0
Cavalcante,Fevereiro de 2024,0
Cavalcante,Fevereiro de 2023,1
Cavalcante,Fevereiro de 2022,0
Cavalcante,Outubro de 2024,0
Cavalcante,Outubro de 2023,0
Cavalcante,Outubro de 2022,0
Cavalcante,N/A de 2024,0
Cavalcante,N/A de 2023,0
Cavalcante,N/A de 2022,0
Cavalcante,Novembro de 2024,0
Cavalcante,Novembro de 2023,0
Cavalcante,Novembro de 2022,0
Cavalcante,Dezembro de 2024,0
Cavalcante,Dezembro de 2023,0
Cavalcante,Dezembro de 2022,0
Cavalcante,Julho de 2024,0
Cavalcante,Julho de 2023,0
Cavalcante,Julho de 2022,0
Cavalcante,Abril de 2024,0
Cavalcante,Abril de 2023,1
Cavalcante,Abril de 2022,0
Corumbá de Goiás,Agosto de 2024,0
Corumbá de Goiás,Agosto de 2023,0
Corumbá de Goiás,Agosto de 2022,0
Corumbá de Goiás,Março de 2024,0
Corumbá de Goiás,Março de 2023,0
Corumbá de Goiás,Março de 2022,0
Corumbá de Goiás,Setembro de 2024,0
Corumbá de Goiás,Setembro de 2023,0
Corumbá de Goiás,Setembro de 2022,0
Corumbá de Goiás,Janeiro de 2024,0
Corumbá de Goiás,Janeiro de 2023,0
Corumbá de Goiás,Janeiro de 2022,0
Corumbá de Goiás,Maio de 2024,0
Corumbá de Goiás,Maio de 2023,0
Corumbá de Goiás,Maio de 2022,0
Corumbá de Goiás,Junho de 2024,0
Corumbá de Goiás,Junho de 2023,0
Corumbá de Goiás,Junho de 2022,0
Corumbá de Goiás,Fevereiro de 2024,0
Corumbá de Goiás,Fevereiro de 2023,0
Corumbá de Goiás,Fevereiro de 2022,0
Corumbá de Goiás,Outubro de 2024,0
Corumbá de Goiás,Outubro de 2023,0
Corumbá de Goiás,Outubro de 2022,0
Corumbá de Goiás,N/A de 2024,0
Corumbá de Goiás,N/A de 2023,0
Corumbá de Goiás,N/A de 2022,0
Corumbá de Goiás,Novembro de 2024,0
Corumbá de Goiás,Novembro de 2023,0
Corumbá de Goiás,Novembro de 2022,1
Corumbá de Goiás,Dezembro de 2024,0
Corumbá de Goiás,Dezembro de 2023,0
Corumbá de Goiás,Dezembro de 2022,0
Corumbá de Goiás,Julho de 2024,0
Corumbá de Goiás,Julho de 2023,0
Corumbá de Goiás,Julho de 2022,0
Corumbá de Goiás,Abril de 2024,0
Corumbá de Goiás,Abril de 2023,0
Corumbá de Goiás,Abril de 2022,0
Vila Propício,Agosto de 2024,0
Vila Propício,Agosto de 2023,0
Vila Propício,Agosto de 2022,0
Vila Propício,Março de 2024,0
Vila Propício,Março de 2023,0
Vila Propício,Março de 2022,0
Vila Propício,Setembro de 2024,0
Vila Propício,Setembro de 2023,0
Vila Propício,Setembro de 2022,0
Vila Propício,Janeiro de 2024,0
Vila Propício,Janeiro de 2023,0
Vila Propício,Janeiro de 2022,0
Vila Propício,Maio de 2024,0
Vila Propício,Maio de 2023,0
Vila Propício,Maio de 2022,0
Vila Propício,Junho de 2024,0
Vila Propício,Junho de 2023,0
Vila Propício,Junho de 2022,0
Vila Propício,Fevereiro de 2024,0
Vila Propício,Fevereiro de 2023,0
Vila Propício,Fevereiro de 2022,0
Vila Propício,Outubro de 2024,0
Vila Propício,Outubro de 2023,0
Vila Propício,Outubro de 2022,0
Vila Propício,N/A de 2024,0
Vila Propício,N/A de 2023,0
Vila Propício,N/A de 2022,0
Vila Propício,Novembro de 2024,0
Vila Propício,Novembro de 2023,0
Vila Propício,Novembro de 2022,0
Vila Propício,Dezembro de 2024,0
Vila Propício,Dezembro de 2023,0
Vila Propício,Dezembro de 2022,0
Vila Propício,Julho de 2024,0
Vila Propício,Julho de 2023,0
Vila Propício,Julho de 2022,0
Vila Propício,Abril de 2024,0
Vila Propício,Abril de 2023,0
Vila Propício,Abril de 2022,0
Sanclerlândia,Agosto de 2024,0
Sanclerlândia,Agosto de 2023,1
Sanclerlândia,Agosto de 2022,0
Sanclerlândia,Março de 2024,0
Sanclerlândia,Março de 2023,0
Sanclerlândia,Março de 2022,0
Sanclerlândia,Setembro de 2024,0
Sanclerlândia,Setembro de 2023,0
Sanclerlândia,Setembro de 2022,0
Sanclerlândia,Janeiro de 2024,0
Sanclerlândia,Janeiro de 2023,0
Sanclerlândia,Janeiro de 2022,0
Sanclerlândia,Maio de 2024,0
Sanclerlândia,Maio de 2023,0
Sanclerlândia,Maio de 2022,0
Sanclerlândia,Junho de 2024,0
Sanclerlândia,Junho de 2023,0
Sanclerlândia,Junho de 2022,0
Sanclerlândia,Fevereiro de 2024,0
Sanclerlândia,Fevereiro de 2023,0
Sanclerlândia,Fevereiro de 2022,0
Sanclerlândia,Outubro de 2024,0
Sanclerlândia,Outubro de 2023,0
Sanclerlândia,Outubro de 2022,0
Sanclerlândia,N/A de 2024,0
Sanclerlândia,N/A de 2023,0
Sanclerlândia,N/A de 2022,0
Sanclerlândia,Novembro de 2024,0
Sanclerlândia,Novembro de 2023,0
Sanclerlândia,Novembro de 2022,0
Sanclerlândia,Dezembro de 2024,0
Sanclerlândia,Dezembro de 2023,0
Sanclerlândia,Dezembro de 2022,0
Sanclerlândia,Julho de 2024,0
Sanclerlândia,Julho de 2023,1
Sanclerlândia,Julho de 2022,0
Sanclerlândia,Abril de 2024,0
Sanclerlândia,Abril de 2023,0
Sanclerlândia,Abril de 2022,0
Edealina,Agosto de 2024,0
Edealina,Agosto de 2023,0
Edealina,Agosto de 2022,0
Edealina,Março de 2024,0
Edealina,Março de 2023,0
Edealina,Março de 2022,0
Edealina,Setembro de 2024,0
Edealina,Setembro de 2023,0
Edealina,Setembro de 2022,0
Edealina,Janeiro de 2024,0
Edealina,Janeiro de 2023,0
Edealina,Janeiro de 2022,0
Edealina,Maio de 2024,0
Edealina,Maio de 2023,0
Edealina,Maio de 2022,0
Edealina,Junho de 2024,0
Edealina,Junho de 2023,0
Edealina,Junho de 2022,0
Edealina,Fevereiro de 2024,0
Edealina,Fevereiro de 2023,0
Edealina,Fevereiro de 2022,0
Edealina,Outubro de 2024,0
Edealina,Outubro de 2023,0
Edealina,Outubro de 2022,0
Edealina,N/A de 2024,0
Edealina,N/A de 2023,0
Edealina,N/A de 2022,0
Edealina,Novembro de 2024,0
Edealina,Novembro de 2023,0
Edealina,Novembro de 2022,0
Edealina,Dezembro de 2024,0
Edealina,Dezembro de 2023,0
Edealina,Dezembro de 2022,0
Edealina,Julho de 2024,0
Edealina,Julho de 2023,0
Edealina,Julho de 2022,0
Edealina,Abril de 2024,0
Edealina,Abril de 2023,0
Edealina,Abril de 2022,0
Estrela do Norte,Agosto de 2024,0
Estrela do Norte,Agosto de 2023,0
Estrela do Norte,Agosto de 2022,0
Estrela do Norte,Março de 2024,0
Estrela do Norte,Março de 2023,0
Estrela do Norte,Março de 2022,0
Estrela do Norte,Setembro de 2024,0
Estrela do Norte,Setembro de 2023,0
Estrela do Norte,Setembro de 2022,0
Estrela do Norte,Janeiro de 2024,0
Estrela do Norte,Janeiro de 2023,0
Estrela do Norte,Janeiro de 2022,0
Estrela do Norte,Maio de 2024,0
Estrela do Norte,Maio de 2023,0
Estrela do Norte,Maio de 2022,0
Estrela do Norte,Junho de 2024,0
Estrela do Norte,Junho de 2023,0
Estrela do Norte,Junho de 2022,1
Estrela do Norte,Fevereiro de 2024,0
Estrela do Norte,Fevereiro de 2023,0
Estrela do Norte,Fevereiro de 2022,0
Estrela do Norte,Outubro de 2024,0
Estrela do Norte,Outubro de 2023,0
Estrela do Norte,Outubro de 2022,0
Estrela do Norte,N/A de 2024,0
Estrela do Norte,N/A de 2023,0
Estrela do Norte,N/A de 2022,0
Estrela do Norte,Novembro de 2024,0
Estrela do Norte,Novembro de 2023,0
Estrela do Norte,Novembro de 2022,1
Estrela do Norte,Dezembro de 2024,0
Estrela do Norte,Dezembro de 2023,0
Estrela do Norte,Dezembro de 2022,0
Estrela do Norte,Julho de 2024,0
Estrela do Norte,Julho de 2023,0
Estrela do Norte,Julho de 2022,0
Estrela do Norte,Abril de 2024,0
Estrela do Norte,Abril de 2023,0
Estrela do Norte,Abril de 2022,0
Nova Roma,Agosto de 2024,0
Nova Roma,Agosto de 2023,0
Nova Roma,Agosto de 2022,0
Nova Roma,Março de 2024,0
Nova Roma,Março de 2023,0
Nova Roma,Março de 2022,0
Nova Roma,Setembro de 2024,0
Nova Roma,Setembro de 2023,0
Nova Roma,Setembro de 2022,0
Nova Roma,Janeiro de 2024,0
Nova Roma,Janeiro de 2023,0
Nova Roma,Janeiro de 2022,1
Nova Roma,Maio de 2024,0
Nova Roma,Maio de 2023,1
Nova Roma,Maio de 2022,0
Nova Roma,Junho de 2024,0
Nova Roma,Junho de 2023,0
Nova Roma,Junho de 2022,0
Nova Roma,Fevereiro de 2024,0
Nova Roma,Fevereiro de 2023,1
Nova Roma,Fevereiro de 2022,0
Nova Roma,Outubro de 2024,0
Nova Roma,Outubro de 2023,0
Nova Roma,Outubro de 2022,0
Nova Roma,N/A de 2024,0
Nova Roma,N/A de 2023,0
Nova Roma,N/A de 2022,0
Nova Roma,Novembro de 2024,0
Nova Roma,Novembro de 2023,0
Nova Roma,Novembro de 2022,0
Nova Roma,Dezembro de 2024,0
Nova Roma,Dezembro de 2023,0
Nova Roma,Dezembro de 2022,0
Nova Roma,Julho de 2024,0
Nova Roma,Julho de 2023,0
Nova Roma,Julho de 2022,0
Nova Roma,Abril de 2024,1
Nova Roma,Abril de 2023,0
Nova Roma,Abril de 2022,0
Taquaral de Goiás,Agosto de 2024,0
Taquaral de Goiás,Agosto de 2023,0
Taquaral de Goiás,Agosto de 2022,0
Taquaral de Goiás,Março de 2024,0
Taquaral de Goiás,Março de 2023,0
Taquaral de Goiás,Março de 2022,0
Taquaral de Goiás,Setembro de 2024,0
Taquaral de Goiás,Setembro de 2023,0
Taquaral de Goiás,Setembro de 2022,0
Taquaral de Goiás,Janeiro de 2024,0
Taquaral de Goiás,Janeiro de 2023,0
Taquaral de Goiás,Janeiro de 2022,0
Taquaral de Goiás,Maio de 2024,0
Taquaral de Goiás,Maio de 2023,0
Taquaral de Goiás,Maio de 2022,0
Taquaral de Goiás,Junho de 2024,0
Taquaral de Goiás,Junho de 2023,0
Taquaral de Goiás,Junho de 2022,0
Taquaral de Goiás,Fevereiro de 2024,0
Taquaral de Goiás,Fevereiro de 2023,0
Taquaral de Goiás,Fevereiro de 2022,0
Taquaral de Goiás,Outubro de 2024,0
Taquaral de Goiás,Outubro de 2023,0
Taquaral de Goiás,Outubro de 2022,0
Taquaral de Goiás,N/A de 2024,0
Taquaral de Goiás,N/A de 2023,0
